contract_id,bp_type_id,me,te,runs_per_copy,bpc_copy_count,total_bpc_runs,contract_price,price_per_run,start_location_id,contract_region_id_raw,contract_system_id_raw,date_expired,title,bpc_benchmark_type_id,bpc_benchmark_me,bpc_benchmark_te,bpc_market_sample_count,bpc_market_avg_per_run,bpc_market_median_per_run,bpc_market_p25_per_run,bpc_market_p75_per_run,bpc_market_basis,bpc_current_cost_per_run,bpc_discount_vs_avg,bpc_discount_vs_median,bpc_contract_market_value_est,bpc_intrinsic_value_surplus,station_name,system_id,system_name,region_id,security,secure_jumps_to_jita,shortest_jumps_to_jita,risk_tier,risk_rank,is_player_structure,friendly_sov,friendly_region,sov_alliance_id,friendly_alliance_id,friendly_alliance_name,friendly_alliance_ticker,bpc_value_score,blueprint_name,blueprints,date_issued,contract_age_hours,mail_freshness_score,bpc_intrinsic_signal,mail_eligible,mail_filter_reason
235205331,77416,5.0,10.0,1.0,1,1,175000000.0,175000000.0,60008494,10000043,0,2026-09-17T13:41:42Z,,77416,5.0,10.0,10,243450000.0,243500000.0,241250000.0,246250000.0,same_type_ME5_TE10,175000000.0,-0.2811665639761758,-0.2813141683778234,243450000.0,68450000.0,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,48.4,Valravn Blueprint,"1x Valravn Blueprint [1 total runs, ME5/TE10]",2026-08-20T13:41:42+00:00,334.75263733305553,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
234980879,28847,3.0,2.0,3.0,1,3,100000000.0,33333333.33333333,60008494,10000043,0,2026-09-10T16:25:44Z,Nomad Blueprint* ,28847,3.0,2.0,20,47949999.98333333,49166666.66666667,43000000.0,50000000.0,same_type_ME3_TE2,33333333.33333333,-0.3048314213781131,-0.3220338983050849,143849999.95,43849999.94999999,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,47.1,Nomad Blueprint,"1x Nomad Blueprint [3 total runs, ME3/TE2]",2026-08-13T16:25:44+00:00,500.01874844416665,-30.0,True,False,INTRINSIC_VALUE_OBSERVATION_ONLY
235382047,57512,10.0,20.0,40.0,1,40,30000000.0,750000.0,1049588174021,10000009,0,2026-09-22T19:03:07Z,40 runs 10/20,57512,10.0,20.0,25,1247998.0,1187500.0,875000.0,1849900.0,same_type_ME10_TE20,750000.0,-0.3990374984575295,-0.368421052631579,49919920.0,19919920.0,玩家建筑 1049588174021,30000772,C-J6MT,10000009,-0.3,-1,26,D 非友军00高风险,4,True,False,False,1354830081,99013541,Fraternity Auxiliary,F.A.X,46.9,Gravimetric-FTL Interlink Communicator Blueprint,"1x Gravimetric-FTL Interlink Communicator Blueprint [40 total runs, ME10/TE20]",2026-08-25T19:03:07+00:00,209.3956928886111,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235424995,23916,9.0,14.0,1.0,1,1,15000000.0,15000000.0,1049588174021,10000009,0,2026-09-24T07:15:33Z,,23916,9.0,14.0,55,25349636.327272728,23000000.0,18000000.0,30000000.0,same_type_all_ME_TE,15000000.0,-0.4082755347514765,-0.3478260869565217,25349636.327272728,10349636.327272728,玩家建筑 1049588174021,30000772,C-J6MT,10000009,-0.3,-1,26,D 非友军00高风险,4,True,False,False,1354830081,99013541,Fraternity Auxiliary,F.A.X,46.4,Chimera Blueprint,"1x Chimera Blueprint [1 total runs, ME9/TE14]",2026-08-27T07:15:33+00:00,173.18847066638887,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235447381,23916,8.0,10.0,1.0,1,1,15000000.0,15000000.0,1053970513596,10000003,0,2026-09-24T23:02:15Z,,23916,8.0,10.0,55,25349636.327272728,23000000.0,18000000.0,30000000.0,same_type_all_ME_TE,15000000.0,-0.4082755347514765,-0.3478260869565217,25349636.327272728,10349636.327272728,玩家建筑 1053970513596,30000240,4-HWWF,10000003,-0.5,-1,16,D 非友军00高风险,4,True,False,False,99003581,99013541,Fraternity Auxiliary,F.A.X,46.4,Chimera Blueprint,"1x Chimera Blueprint [1 total runs, ME8/TE10]",2026-08-27T23:02:15+00:00,157.41013733305553,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235447385,23916,8.0,10.0,1.0,1,1,15000000.0,15000000.0,1053970513596,10000003,0,2026-09-24T23:02:29Z,,23916,8.0,10.0,55,25349636.327272728,23000000.0,18000000.0,30000000.0,same_type_all_ME_TE,15000000.0,-0.4082755347514765,-0.3478260869565217,25349636.327272728,10349636.327272728,玩家建筑 1053970513596,30000240,4-HWWF,10000003,-0.5,-1,16,D 非友军00高风险,4,True,False,False,99003581,99013541,Fraternity Auxiliary,F.A.X,46.4,Chimera Blueprint,"1x Chimera Blueprint [1 total runs, ME8/TE10]",2026-08-27T23:02:29+00:00,157.40624844416666,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235441292,27917,10.0,20.0,300.0,1,300,30000000.0,100000.0,60011866,10000032,0,2026-09-24T18:23:12Z,300 runs 10/20,27917,10.0,20.0,3,160000.0,165000.0,157500.0,165000.0,same_type_ME10_TE20,100000.0,-0.375,-0.3939393939393939,48000000.0,18000000.0,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,30002659,Dodixie,10000032,0.9,15,12,A2 Jita近郊高安,1,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,46.2,Scorch Bomb Blueprint,"1x Scorch Bomb Blueprint [300 total runs, ME10/TE20]",2026-08-27T18:23:12+00:00,162.06097066638887,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235520686,34497,0.0,0.0,10.0,1,10,50000000.0,5000000.0,60011866,10000032,0,2026-09-27T02:53:41Z,,34497,0.0,0.0,13,7145726.488888889,8000000.0,5555555.555555556,8000000.0,same_type_ME0_TE0,5000000.0,-0.3002810829976973,-0.375,71457264.88888888,21457264.88888888,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,30002659,Dodixie,10000032,0.9,15,12,A2 Jita近郊高安,1,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,46.2,Council Diplomatic Shuttle Blueprint,"1x Council Diplomatic Shuttle Blueprint [10 total runs, ME0/TE0]",2026-08-30T02:53:41+00:00,105.55291511083334,-30.0,True,False,INTRINSIC_VALUE_OBSERVATION_ONLY
235416027,24691,10.0,20.0,10.0,6,60,30000000.0,500000.0,60008494,10000043,0,2026-09-23T21:43:10Z,BS Hyperion 10/20 X60 Runs,24691,10.0,20.0,35,748685.1599999998,899999.0,500000.0,899999.0,same_type_ME10_TE20,500000.0,-0.3321625341151411,-0.4444438271598079,44921109.59999999,14921109.599999988,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,45.5,Hyperion Blueprint,"6x Hyperion Blueprint [60 total runs, ME10/TE20]",2026-08-26T21:43:10+00:00,182.7281928886111,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235518889,4404,0.0,0.0,25.0,1,25,23000000.0,920000.0,60008062,10000043,0,2026-09-06T01:21:22Z,,4404,0.0,0.0,17,1383226.3814616755,1200000.0,1000000.0,1200000.0,same_type_ME0_TE0,920000.0,-0.3348883361898993,-0.2333333333333332,34580659.53654189,11580659.536541888,Fabum III - Ministry of Assessment Archives,30003505,Fabum,10000043,0.7,50,12,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,45.2,Reactive Armor Hardener Blueprint,"1x Reactive Armor Hardener Blueprint [25 total runs, ME0/TE0]",2026-08-30T01:21:22+00:00,107.09152622194445,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235158009,17719,0.0,0.0,1.0,3,3,24000000.0,8000000.0,60008494,10000043,0,2026-09-15T22:22:49Z,,17719,0.0,0.0,49,11995435.99257885,9980000.0,8000000.0,14000000.0,same_type_ME0_TE0,8000000.0,-0.3330796808928565,-0.1983967935871743,35986307.97773655,11986307.977736548,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,45.1,Phantasm Blueprint,"3x Phantasm Blueprint [3 total runs, ME0/TE0]",2026-08-18T22:22:49+00:00,374.0673595552778,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235664449,34497,0.0,0.0,10.0,1,10,49000000.0,4900000.0,60008494,10000043,0,2026-09-10T05:56:31Z,,34497,0.0,0.0,13,7153418.796581196,8000000.0,5555555.555555556,8000000.0,same_type_ME0_TE0,4900000.0,-0.3150128436011831,-0.3874999999999999,71534187.96581195,22534187.965811957,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,44.9,Council Diplomatic Shuttle Blueprint,"1x Council Diplomatic Shuttle Blueprint [10 total runs, ME0/TE0]",2026-09-03T05:56:31+00:00,6.505692888611111,40.0,True,False,INTRINSIC_VALUE_OBSERVATION_ONLY
235664452,34497,0.0,0.0,10.0,1,10,49000000.0,4900000.0,60008494,10000043,0,2026-09-10T05:56:48Z,,34497,0.0,0.0,13,7153418.796581196,8000000.0,5555555.555555556,8000000.0,same_type_ME0_TE0,4900000.0,-0.3150128436011831,-0.3874999999999999,71534187.96581195,22534187.965811957,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,44.9,Council Diplomatic Shuttle Blueprint,"1x Council Diplomatic Shuttle Blueprint [10 total runs, ME0/TE0]",2026-09-03T05:56:48+00:00,6.500970666388889,40.0,True,False,INTRINSIC_VALUE_OBSERVATION_ONLY
235664458,34497,0.0,0.0,10.0,1,10,49000000.0,4900000.0,60008494,10000043,0,2026-09-10T05:57:08Z,,34497,0.0,0.0,13,7153418.796581196,8000000.0,5555555.555555556,8000000.0,same_type_ME0_TE0,4900000.0,-0.3150128436011831,-0.3874999999999999,71534187.96581195,22534187.965811957,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,44.9,Council Diplomatic Shuttle Blueprint,"1x Council Diplomatic Shuttle Blueprint [10 total runs, ME0/TE0]",2026-09-03T05:57:08+00:00,6.495415110833333,40.0,True,False,INTRINSIC_VALUE_OBSERVATION_ONLY
235405225,22443,3.0,12.0,3.0,1,3,14999999.0,4999999.666666667,60008494,10000043,0,2026-09-23T14:43:29Z,3/12 3 runs,22443,3.0,12.0,3,8333333.222222223,10000000.0,7499999.833333334,10000000.0,same_type_ME3_TE12,4999999.666666667,-0.4000000320000004,-0.5000000333333333,24999999.666666668,10000000.666666668,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,44.5,Eos Blueprint,"1x Eos Blueprint [3 total runs, ME3/TE12]",2026-08-26T14:43:29+00:00,189.72291511083333,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235405231,22443,3.0,12.0,3.0,1,3,14999999.0,4999999.666666667,60008494,10000043,0,2026-09-23T14:43:45Z,3/12 3 runs,22443,3.0,12.0,3,8333333.222222223,10000000.0,7499999.833333334,10000000.0,same_type_ME3_TE12,4999999.666666667,-0.4000000320000004,-0.5000000333333333,24999999.666666668,10000000.666666668,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,44.5,Eos Blueprint,"1x Eos Blueprint [3 total runs, ME3/TE12]",2026-08-26T14:43:45+00:00,189.71847066638887,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235277726,28607,8.0,16.0,1.0,2,2,17000000.0,8500000.0,1049588174021,10000009,0,2026-09-19T17:43:49Z,2x 8/16,28607,8.0,16.0,93,13886790.731182797,17400000.0,9000000.0,17500000.0,same_type_all_ME_TE,8500000.0,-0.3879075328100648,-0.5114942528735632,27773581.46236559,10773581.46236559,玩家建筑 1049588174021,30000772,C-J6MT,10000009,-0.3,-1,26,D 非友军00高风险,4,True,False,False,1354830081,99013541,Fraternity Auxiliary,F.A.X,44.4,Orca Blueprint,"2x Orca Blueprint [2 total runs, ME8/TE16]",2026-08-22T17:43:49+00:00,282.71735955527777,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235277742,28607,8.0,16.0,1.0,2,2,17000000.0,8500000.0,1049588174021,10000009,0,2026-09-19T17:44:18Z,2x 8/16,28607,8.0,16.0,93,13886790.731182797,17400000.0,9000000.0,17500000.0,same_type_all_ME_TE,8500000.0,-0.3879075328100648,-0.5114942528735632,27773581.46236559,10773581.46236559,玩家建筑 1049588174021,30000772,C-J6MT,10000009,-0.3,-1,26,D 非友军00高风险,4,True,False,False,1354830081,99013541,Fraternity Auxiliary,F.A.X,44.4,Orca Blueprint,"2x Orca Blueprint [2 total runs, ME8/TE16]",2026-08-22T17:44:18+00:00,282.70930399972224,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235588465,36960,6.0,10.0,1.0,1,1,45000000.0,45000000.0,1053970513596,10000003,0,2026-09-28T22:59:06Z,,36960,6.0,10.0,3,77037037.0,60000000.0,60000000.0,85555555.5,same_type_all_ME_TE,45000000.0,-0.4158653843345506,-0.25,77037037.0,32037037.0,玩家建筑 1053970513596,30000240,4-HWWF,10000003,-0.5,-1,16,D 非友军00高风险,4,True,False,False,99003581,99013541,Fraternity Auxiliary,F.A.X,43.4,Pharolux Cyno Beacon Blueprint,"1x Pharolux Cyno Beacon Blueprint [1 total runs, ME6/TE10]",2026-08-31T22:59:06+00:00,61.462637333055554,-15.0,False,False,BELOW_STRICT_MAIL_MARGIN
235588362,20186,8.0,14.0,1.0,1,1,17500000.0,17500000.0,1053970513596,10000003,0,2026-09-28T22:54:56Z,,20186,8.0,14.0,145,28038053.28965517,28890000.0,14000000.0,38000000.0,same_type_all_ME_TE,17500000.0,-0.3758482509748013,-0.3942540671512634,28038053.28965517,10538053.289655171,玩家建筑 1053970513596,30000240,4-HWWF,10000003,-0.5,-1,16,D 非友军00高风险,4,True,False,False,99003581,99013541,Fraternity Auxiliary,F.A.X,43.2,Charon Blueprint,"1x Charon Blueprint [1 total runs, ME8/TE14]",2026-08-31T22:54:56+00:00,61.5320817775,-15.0,False,False,BELOW_STRICT_MAIL_MARGIN
234919544,24484,10.0,20.0,1.0,5,5,190000000.0,38000000.0,1049588174021,10000009,0,2026-09-08T17:37:42Z,5 BPCs ME10 TE 20,24484,10.0,20.0,25,52721333.28,55000000.0,45000000.0,60000000.0,same_type_ME10_TE20,38000000.0,-0.2792291538193057,-0.3090909090909091,263606666.4,73606666.4,玩家建筑 1049588174021,30000772,C-J6MT,10000009,-0.3,-1,26,D 非友军00高风险,4,True,False,False,1354830081,99013541,Fraternity Auxiliary,F.A.X,43.0,Nidhoggur Blueprint,"5x Nidhoggur Blueprint [5 total runs, ME10/TE20]",2026-08-11T17:37:42+00:00,546.8193039997223,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235447371,24484,7.0,12.0,1.0,1,1,25000000.0,25000000.0,1053970513596,10000003,0,2026-09-24T23:01:34Z,,24484,7.0,12.0,103,39040905.9223301,39899999.0,28000000.0,50000000.0,same_type_all_ME_TE,25000000.0,-0.3596460069411239,-0.3734335682564804,39040905.9223301,14040905.922330096,玩家建筑 1053970513596,30000240,4-HWWF,10000003,-0.5,-1,16,D 非友军00高风险,4,True,False,False,99003581,99013541,Fraternity Auxiliary,F.A.X,42.1,Nidhoggur Blueprint,"1x Nidhoggur Blueprint [1 total runs, ME7/TE12]",2026-08-27T23:01:34+00:00,157.42152622194445,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235512825,46649,10.0,20.0,1.0,1,1,35000000.0,35000000.0,60005914,10000048,0,2026-09-05T20:27:30Z,Max,46649,10.0,20.0,6,50300000.0,68000000.0,27500000.0,68000000.0,same_type_ME10_TE20,35000000.0,-0.3041749502982107,-0.4852941176470589,50300000.0,15300000.0,Slays VI - Moon 9 - Freedom Extension Storage,30003798,Slays,10000048,0.5,18,15,A2 Jita近郊高安,1,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,41.7,Standup L-Set Reprocessing Monitor I Blueprint,"1x Standup L-Set Reprocessing Monitor I Blueprint [1 total runs, ME10/TE20]",2026-08-29T20:27:30+00:00,111.98930399972222,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235630123,20184,10.0,20.0,1.0,1,1,25000000.0,25000000.0,60008494,10000043,0,2026-09-30T05:11:26Z,,20184,10.0,20.0,18,35582222.05555555,32500000.0,26750000.0,40000000.0,same_type_ME10_TE20,25000000.0,-0.2974019452476358,-0.2307692307692307,35582222.05555555,10582222.055555552,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,41.3,Providence Blueprint,"1x Providence Blueprint [1 total runs, ME10/TE20]",2026-09-02T05:11:26+00:00,31.2570817775,0.0,False,False,BELOW_STRICT_MAIL_MARGIN
235293177,28851,3.0,2.0,3.0,1,3,100000000.0,33333333.33333333,60008494,10000043,0,2026-09-20T04:36:35Z,,28851,3.0,2.0,13,44651923.05128205,46333333.333333336,39999999.66666666,50000000.0,same_type_ME3_TE2,33333333.33333333,-0.2534849328874254,-0.2805755395683453,133955769.15384614,33955769.153846145,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,40.4,Ark Blueprint,"1x Ark Blueprint [3 total runs, ME3/TE2]",2026-08-23T04:36:35+00:00,271.8379151108333,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235581372,4404,0.0,0.0,50.0,1,50,50000000.0,1000000.0,60008494,10000043,0,2026-09-14T18:04:31Z,,4404,0.0,0.0,17,1378520.4991087343,1200000.0,980000.0,1200000.0,same_type_ME0_TE0,1000000.0,-0.2745845994698389,-0.1666666666666666,68926024.95543672,18926024.95543672,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,40.3,Reactive Armor Hardener Blueprint,"1x Reactive Armor Hardener Blueprint [50 total runs, ME0/TE0]",2026-08-31T18:04:31+00:00,66.37235955527777,-15.0,False,False,BELOW_STRICT_MAIL_MARGIN
235405252,22437,5.0,10.0,1.0,1,1,24999999.0,24999999.0,60008494,10000043,0,2026-09-23T14:44:29Z,5/10 1 run,22437,5.0,10.0,7,35714285.571428575,40000000.0,25000000.0,43750000.0,same_type_ME5_TE10,24999999.0,-0.3000000252000001,-0.3750000249999999,35714285.571428575,10714286.571428576,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,38.6,Widow Blueprint,"1x Widow Blueprint [1 total runs, ME5/TE10]",2026-08-26T14:44:29+00:00,189.70624844416665,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235405266,22437,5.0,10.0,1.0,1,1,24999999.0,24999999.0,60008494,10000043,0,2026-09-23T14:44:44Z,5/10 1 run,22437,5.0,10.0,7,35714285.571428575,40000000.0,25000000.0,43750000.0,same_type_ME5_TE10,24999999.0,-0.3000000252000001,-0.3750000249999999,35714285.571428575,10714286.571428576,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,38.6,Widow Blueprint,"1x Widow Blueprint [1 total runs, ME5/TE10]",2026-08-26T14:44:44+00:00,189.70208177749998,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235029474,22437,5.0,10.0,1.0,1,1,25000000.0,25000000.0,60008494,10000043,0,2026-09-12T05:59:28Z,,22437,5.0,10.0,7,35714285.428571425,40000000.0,24999999.5,43750000.0,same_type_ME5_TE10,25000000.0,-0.2999999943999999,-0.375,35714285.428571425,10714285.428571424,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,38.6,Widow Blueprint,"1x Widow Blueprint [1 total runs, ME5/TE10]",2026-08-15T05:59:28+00:00,462.45652622194444,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235029492,22437,5.0,10.0,1.0,1,1,25000000.0,25000000.0,60008494,10000043,0,2026-09-12T06:00:15Z,,22437,5.0,10.0,7,35714285.428571425,40000000.0,24999999.5,43750000.0,same_type_ME5_TE10,25000000.0,-0.2999999943999999,-0.375,35714285.428571425,10714285.428571424,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,38.6,Widow Blueprint,"1x Widow Blueprint [1 total runs, ME5/TE10]",2026-08-15T06:00:15+00:00,462.44347066638886,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
234970806,22545,1.0,8.0,5.0,1,5,15000000.0,3000000.0,1049588174021,10000009,0,2026-09-10T10:08:14Z,"5 runs, 1/8",22545,1.0,8.0,3,5000000.0,5000000.0,5000000.0,5000000.0,same_type_ME1_TE8,3000000.0,-0.4,-0.4,25000000.0,10000000.0,玩家建筑 1049588174021,30000772,C-J6MT,10000009,-0.3,-1,26,D 非友军00高风险,4,True,False,False,1354830081,99013541,Fraternity Auxiliary,F.A.X,38.5,Hulk Blueprint,"1x Hulk Blueprint [5 total runs, ME1/TE8]",2026-08-13T10:08:14+00:00,506.31041511083333,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235209550,54410,0.0,0.0,1.0,1,1,39090000.0,39090000.0,1053970513596,10000003,0,2026-09-17T16:06:12Z,,54410,0.0,0.0,5,59200000.0,49000000.0,49000000.0,50000000.0,same_type_ME0_TE0,39090000.0,-0.339695945945946,-0.2022448979591836,59200000.0,20110000.0,玩家建筑 1053970513596,30000240,4-HWWF,10000003,-0.5,-1,16,D 非友军00高风险,4,True,False,False,99003581,99013541,Fraternity Auxiliary,F.A.X,36.0,High-grade Hydra Alpha Blueprint,"1x High-grade Hydra Alpha Blueprint [1 total runs, ME0/TE0]",2026-08-20T16:06:12+00:00,332.34430399972223,-30.0,True,False,INTRINSIC_VALUE_OBSERVATION_ONLY
234850683,29987,3.0,2.0,6.0,1,6,30000000.0,5000000.0,60011866,10000032,0,2026-09-06T16:46:28Z,,29987,3.0,2.0,3,6808730.158730158,7142857.142857143,6046428.571428571,7738095.238095238,same_type_all_ME_TE,5000000.0,-0.2656486770019814,-0.2999999999999999,40852380.95238095,10852380.952380948,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,30002659,Dodixie,10000032,0.9,15,12,A2 Jita近郊高安,1,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,34.2,Legion Blueprint,"1x Legion Blueprint [6 total runs, ME3/TE2]",2026-08-09T16:46:28+00:00,595.6731928886111,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235605160,53864,0.0,0.0,1.0,1,1,60000000.0,60000000.0,60008494,10000043,0,2026-09-08T13:11:47Z,,53864,0.0,0.0,3,81666666.66666667,85000000.0,80000000.0,85000000.0,same_type_ME0_TE0,60000000.0,-0.2653061224489796,-0.2941176470588235,81666666.66666667,21666666.66666667,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,32.8,Low-grade Nirvana Omega Blueprint,"1x Low-grade Nirvana Omega Blueprint [1 total runs, ME0/TE0]",2026-09-01T13:11:47+00:00,47.25124844416666,0.0,False,False,BELOW_STRICT_MAIL_MARGIN
235415876,86131,0.0,0.0,1.0,1,1,30000000.0,30000000.0,60008494,10000043,0,2026-09-23T21:32:45Z,,86131,0.0,0.0,3,40000000.0,40000000.0,35000000.0,45000000.0,same_type_ME0_TE0,30000000.0,-0.25,-0.25,40000000.0,10000000.0,Amarr VIII (Oris) - Emperor Family Academy,30002187,Amarr,10000043,0.9,45,11,B 其他高安,2,False,False,False,0,99013541,Fraternity Auxiliary,F.A.X,29.5,Glorified Exigent Sentry Drone Firepower Mutaplasmid Blueprint,"1x Glorified Exigent Sentry Drone Firepower Mutaplasmid Blueprint [1 total runs, ME0/TE0]",2026-08-26T21:32:45+00:00,182.9018039997222,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235089153,53910,0.0,0.0,1.0,2,2,39000000.0,19500000.0,1049588174021,10000009,0,2026-09-13T18:57:57Z,,53910,0.0,0.0,8,26083333.333333336,24000000.0,21250000.0,31000000.0,same_type_ME0_TE0,19500000.0,-0.2523961661341853,-0.1875,52166666.66666667,13166666.666666672,玩家建筑 1049588174021,30000772,C-J6MT,10000009,-0.3,-1,26,D 非友军00高风险,4,True,False,False,1354830081,99013541,Fraternity Auxiliary,F.A.X,29.2,High-grade Savior Gamma Blueprint,"2x High-grade Savior Gamma Blueprint [2 total runs, ME0/TE0]",2026-08-16T18:57:57+00:00,425.4818039997222,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
235566297,86131,0.0,0.0,1.0,1,1,30000000.0,30000000.0,1049588174021,10000009,0,2026-09-28T09:04:20Z,,86131,0.0,0.0,3,40000000.0,40000000.0,35000000.0,45000000.0,same_type_ME0_TE0,30000000.0,-0.25,-0.25,40000000.0,10000000.0,玩家建筑 1049588174021,30000772,C-J6MT,10000009,-0.3,-1,26,D 非友军00高风险,4,True,False,False,1354830081,99013541,Fraternity Auxiliary,F.A.X,23.5,Glorified Exigent Sentry Drone Firepower Mutaplasmid Blueprint,"1x Glorified Exigent Sentry Drone Firepower Mutaplasmid Blueprint [1 total runs, ME0/TE0]",2026-08-31T09:04:20+00:00,75.37541511083334,-30.0,False,False,BELOW_STRICT_MAIL_MARGIN
