engine_version,channel,execution_status,score_grade,opportunity_score,contract_id,contract_price,conservative_gross,broker_fee,sales_tax,relist_reserve,haul_reserve,net_profit,net_roi,stress_net_profit,estimated_fill_days,total_volume_m3,items,contract_title,date_issued,date_expired,live_revalidated_at,start_location_id,station_name,system_id,system_name,region_id,security,secure_jumps_to_jita,shortest_jumps_to_jita,risk_tier,risk_rank,is_player_structure,friendly_sov,friendly_region,sov_alliance_id
Opportunity Engine V3,CONSERVATIVE_LIST,SAFE,B,63.6,236289749,98000000.0,179872842.3401728,2698092.635102592,6070708.428980831,1079237.0540410364,2078400.0,69946404.22204834,0.6734958623025309,61445164.010945916,2.9492691315563198,19.6,Nation Stormhive Shard x196,,2026-09-22T05:29:15Z,2026-10-20T05:29:15Z,2026-09-22T07:01:45.935459+00:00,60015055,Halmah IV - 24th Imperial Crusade Assembly Plant,30002981,Halmah,10000036,0.4,-1,20,C 低安高风险,3,False,False,False,0
