engine_version,deal_class,valuation_basis,execution_status,score_grade,opportunity_score,contract_id,contract_price,item_type_count,item_total_units,type_quantities_json,matched_type_quantities_json,top_value_items,jita_buy_gross,sales_tax_if_instant,instant_liquidation_net_value,instant_net_profit,instant_net_roi,chosen_estimated_value,chosen_value_gap,chosen_discount,chosen_roi,stress_net_profit,snapshot_jita_buy_gross,snapshot_change_pct,live_revalidated_at,buy_unit_coverage,buy_filled_units,total_units,unvalued_units_zero,matched_volume_m3,total_m3,haul_reserve,profit_per_m3,skin_value_share,excluded_rig_types,excluded_rig_qty,excluded_market_singleton_types,excluded_market_singleton_qty,has_assembled_ship,highsec_restricted_ship,transport_trips,estimated_execution_hours,estimated_isk_per_hour,contract_title,date_expired,contracts_snapshot_modified,market_snapshot_modified,friendly_alliance_id,friendly_alliance_name,friendly_alliance_ticker,eve_contract_url,start_location_id,station_name,system_id,system_name,region_id,security,secure_jumps_to_jita,shortest_jumps_to_jita,risk_tier,risk_rank,is_player_structure,friendly_sov,friendly_region,sov_alliance_id
Independent Multi Value V1,A 多件即时兑现,LIVE_JITA_FULL_LIQUIDATION,SAFE,B,62.1,236306749,550000000.0,2,1091524,"{""16274"":1063992,""17888"":27532}","{""16274"":1063992,""17888"":27532}",Helium Isotopes 1063992/1063992≈739.8M | Nitrogen Isotopes 27532/27532≈15.6M,755319887.6999999,25492046.209874995,681983833.490125,131983833.49012494,0.22076633992144143,681983833.490125,131983833.49012494,0.1935292700630213,0.22076633992144143,131904044.72000015,755317887.6999999,2.647891745408216e-06,2026-09-23T07:35:56.408992+00:00,1.0,1091524,1091524,0,32745.719999999998,32745.719999999998,47844007.99999999,4030.567460117687,0.0,0,0,0,0,False,False,1,0.23055555555555557,572460000.6800599,Cheap fuel o7,2026-10-20T18:57:25Z,2026-09-23T07:31:14.865Z,2026-09-23T07:18:33.497Z,99013541,Fraternity Auxiliary,F.A.X,https://eve-contract-opener.99617224.workers.dev/c/236306749,60015130,Rakapas V - Home Guard Assembly Plant,30045349,Rakapas,10000069,0.2,-1,7,C 低安高风险,3,False,False,False,0
