policy_version,rank,id,profit,roi,status,grade,sent_at
fourh-v2-exec-1,1,16272,704068056.6383746,0.5659217427746538,SAFE,A,2026-09-18T01:58:13.545155+00:00
fourh-v2-exec-1,2,16273,99942359.6948,0.3802492710829724,SAFE,B,2026-09-18T01:58:13.545155+00:00
fourh-v2-exec-1,3,16275,393970581.9099999,0.1997450778111055,SAFE,B,2026-09-18T01:58:13.545155+00:00
fourh-v2-exec-1,4,9950,19500705.0,0.1207870384708294,SAFE,B,2026-09-18T01:58:13.545155+00:00
fourh-v2-exec-1,5,34,395645014.22004986,0.1242301587103516,SAFE,B,2026-09-18T01:58:13.545155+00:00
fourh-v2-exec-1,6,2287,13388638.999637509,0.3630971752137828,SAFE,C,2026-09-18T01:58:13.545155+00:00
